date,time,x,y,RSSI3,RSSI4,RSSI5,RSSI6,RSSI7,RSSI8,RSSI9,RSSI10,RSSI11,RSSI12,RSSI13,RSSI14,RSSI15,RSSI16,RSSI17,RSSI18
7-01,14:08:09.299,0,0,-55.0,-60.0,-78.0,-73.0,-75.0,-67.0,-82.0,-67.0,-85.0,-73.0,-74.0,-76.0,-62.0,-58.0,-49.0,-65.0
7-01,14:08:09.299,0,0,-55.0,-60.0,-78.0,-73.0,-75.0,-73.0,-82.0,-67.0,-85.0,-73.0,-74.0,-76.0,-62.0,-58.0,-49.0,-65.0
7-01,14:08:09.299,0,0,-55.0,-60.0,-78.0,-73.0,-75.0,-67.0,-82.0,-66.0,-85.0,-73.0,-74.0,-76.0,-62.0,-58.0,-49.0,-65.0
7-01,14:08:09.299,0,0,-55.0,-60.0,-78.0,-73.0,-75.0,-73.0,-82.0,-66.0,-85.0,-73.0,-74.0,-76.0,-62.0,-58.0,-49.0,-65.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-74.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-68.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-72.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-68.0,-70.0,-70.0,-67.0,-64.0,-73.0,-74.0,-80.0,-75.0,-59.0,-61.0,-49.0,-66.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-71.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-81.0,-70.0,-70.0,-67.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-71.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-72.0,-68.0,-70.0,-70.0,-67.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-71.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-62.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
7-01,14:08:09.822,0,0,-57.0,-58.0,-79.0,-81.0,-70.0,-70.0,-67.0,-64.0,-73.0,-75.0,-80.0,-75.0,-59.0,-61.0,-49.0,-77.0
